constructor,season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,grid,podium,driver_points_after_race.1,driver_wins_after_race.1,driver_standings_pos_after_race.1,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age,wins_percentage,change_drivers
renault,2010,4,shanghai,False,False,False,True,False,petrov,Russian,14,7,0,0,23,0,0,22,30,0,5,1.7530000000000001,25,,0
sauber,2010,4,shanghai,False,False,False,True,False,kobayashi,Japanese,15,22,0,0,24,0,0,23,0,0,9,1.864,23,,0
sauber,2010,4,shanghai,False,False,False,True,False,rosa,Spanish,17,20,0,0,16,0,0,14,0,0,9,2.4619999999999997,39,0.0,0
toro_rosso,2010,4,shanghai,False,False,False,True,False,alguersuari,Spanish,12,13,2,0,13,0,0,12,2,0,8,1.489,20,0.0,0
toro_rosso,2010,4,shanghai,False,False,False,True,False,buemi,Swiss,13,21,0,0,15,0,0,18,2,0,8,1.591,21,,0
virgin,2010,4,shanghai,False,False,False,True,False,glock,German,19,24,0,0,22,0,0,21,0,0,12,4.72,28,0.0,0
virgin,2010,4,shanghai,False,False,False,True,False,grassi,Brazilian,22,19,0,0,19,0,0,24,0,0,12,5.225,25,0.0,0
williams,2010,4,shanghai,False,False,False,True,False,barrichello,Brazilian,11,12,5,0,12,5,0,11,6,0,7,1.19,37,0.0,0
williams,2010,4,shanghai,False,False,False,True,False,hulkenberg,German,16,15,1,0,14,0,0,17,6,0,7,2.089,22,0.0,0
ferrari,2010,5,catalunya,False,False,True,False,False,alonso,Spanish,4,2,49,1,3,37,1,2,90,1,2,0.9420000000000001,28,0.0,0
ferrari,2010,5,catalunya,False,False,True,False,False,massa,Brazilian,9,6,41,0,6,39,0,1,90,1,2,1.59,29,0.0,0
force_india,2010,5,catalunya,False,False,True,False,False,liuzzi,Italian,16,15,8,0,11,8,0,11,18,0,6,2.859,29,,0
force_india,2010,5,catalunya,False,False,True,False,False,sutil,German,11,7,10,0,9,10,0,9,18,0,6,1.99,27,0.0,0
hrt,2010,5,catalunya,False,False,True,False,False,bruno_senna,Brazilian,21,23,0,0,21,0,0,20,0,0,11,7.127000000000001,26,0.0,0
hrt,2010,5,catalunya,False,False,True,False,False,chandhok,Indian,24,21,0,0,19,0,0,18,0,0,11,6.755,26,,0
lotus_racing,2010,5,catalunya,False,False,True,False,False,kovalainen,Finnish,20,24,0,0,18,0,0,17,0,0,10,4.753,28,0.0,0
lotus_racing,2010,5,catalunya,False,False,True,False,False,trulli,Italian,18,17,0,0,22,0,0,21,0,0,10,4.678999999999999,35,,0
mclaren,2010,5,catalunya,False,False,True,False,False,button,British,5,5,60,2,1,35,1,4,109,2,1,0.996,30,0.0,0
mclaren,2010,5,catalunya,False,False,True,False,False,hamilton,British,3,14,49,0,4,31,0,6,109,2,1,0.8340000000000001,25,0.0,0
mercedes,2010,5,catalunya,False,False,True,False,False,michael_schumacher,German,6,4,10,0,10,9,0,10,60,0,4,1.2990000000000002,41,0.0,0
mercedes,2010,5,catalunya,False,False,True,False,False,rosberg,German,8,13,50,0,2,35,0,5,60,0,4,1.413,24,0.0,0
red_bull,2010,5,catalunya,False,False,True,False,False,vettel,German,2,3,45,1,5,37,1,3,73,1,3,0.106,22,0.0,0
red_bull,2010,5,catalunya,False,False,True,False,False,webber,Australian,1,1,28,0,8,24,0,8,73,1,3,0.0,33,1.0,0
renault,2010,5,catalunya,False,False,True,False,False,kubica,Polish,7,8,40,0,7,30,0,7,46,0,5,1.358,25,,0
renault,2010,5,catalunya,False,False,True,False,False,petrov,Russian,19,11,6,0,12,0,0,23,46,0,5,2.144,25,,0
sauber,2010,5,catalunya,False,False,True,False,False,kobayashi,Japanese,10,12,0,0,24,0,0,24,0,0,9,1.989,23,,0
sauber,2010,5,catalunya,False,False,True,False,False,rosa,Spanish,12,22,0,0,17,0,0,16,0,0,9,2.031,39,0.0,0
toro_rosso,2010,5,catalunya,False,False,True,False,False,alguersuari,Spanish,15,10,2,0,14,2,0,13,2,0,8,2.2119999999999997,20,0.0,0
toro_rosso,2010,5,catalunya,False,False,True,False,False,buemi,Swiss,14,20,0,0,16,0,0,15,2,0,8,2.1959999999999997,21,,0
virgin,2010,5,catalunya,False,False,True,False,False,glock,German,22,18,0,0,23,0,0,22,0,0,12,5.48,28,0.0,0
virgin,2010,5,catalunya,False,False,True,False,False,grassi,Brazilian,23,19,0,0,20,0,0,19,0,0,12,5.561,25,0.0,0
williams,2010,5,catalunya,False,False,True,False,False,barrichello,Brazilian,17,9,5,0,13,5,0,12,6,0,7,3.13,37,0.0,0
williams,2010,5,catalunya,False,False,True,False,False,hulkenberg,German,13,16,1,0,15,1,0,14,6,0,7,2.136,22,0.0,0
ferrari,2010,6,monaco,False,False,True,False,False,massa,Brazilian,4,4,49,0,7,41,0,6,116,1,2,0.457,29,0.0,0
force_india,2010,6,monaco,False,False,True,False,False,liuzzi,Italian,10,9,8,0,11,8,0,11,24,0,6,1.344,29,0.0,0
force_india,2010,6,monaco,False,False,True,False,False,sutil,German,12,8,16,0,10,10,0,9,24,0,6,1.492,27,0.0,0
hrt,2010,6,monaco,False,False,True,False,False,bruno_senna,Brazilian,22,17,0,0,22,0,0,21,0,0,11,4.683,26,0.0,0
hrt,2010,6,monaco,False,False,True,False,False,chandhok,Indian,23,14,0,0,20,0,0,19,0,0,11,5.733,26,,0
lotus_racing,2010,6,monaco,False,False,True,False,False,kovalainen,Finnish,18,16,0,0,19,0,0,18,0,0,10,3.2680000000000002,28,0.0,0
lotus_racing,2010,6,monaco,False,False,True,False,False,trulli,Italian,19,15,0,0,23,0,0,22,0,0,10,3.3080000000000003,35,0.0,0
mclaren,2010,6,monaco,False,False,True,False,False,button,British,8,23,70,2,1,60,2,1,119,2,1,0.8109999999999999,30,0.0,0
mclaren,2010,6,monaco,False,False,True,False,False,hamilton,British,5,5,49,0,6,49,0,4,119,2,1,0.606,25,0.0,0
mercedes,2010,6,monaco,False,False,True,False,False,michael_schumacher,German,7,12,22,0,9,10,0,10,72,0,4,0.764,41,0.0,0
mercedes,2010,6,monaco,False,False,True,False,False,rosberg,German,6,7,50,0,5,50,0,2,72,0,4,0.718,24,0.0,0
red_bull,2010,6,monaco,False,False,True,False,False,vettel,German,3,2,60,1,3,45,1,5,113,2,3,0.401,22,0.0,0
red_bull,2010,6,monaco,False,False,True,False,False,webber,Australian,1,1,53,1,4,28,0,8,113,2,3,0.0,33,0.333333333,0
renault,2010,6,monaco,False,False,True,False,False,kubica,Polish,2,3,44,0,8,40,0,7,50,0,5,0.294,25,,0
renault,2010,6,monaco,False,False,True,False,False,petrov,Russian,14,13,6,0,13,6,0,12,50,0,5,1.75,25,,0
sauber,2010,6,monaco,False,False,True,False,False,kobayashi,Japanese,16,19,0,0,18,0,0,24,0,0,9,2.166,23,,0
sauber,2010,6,monaco,False,False,True,False,False,rosa,Spanish,15,22,0,0,17,0,0,17,0,0,9,1.8659999999999999,39,0.0,0
toro_rosso,2010,6,monaco,False,False,True,False,False,alguersuari,Spanish,17,11,3,0,14,2,0,14,3,0,8,2.35,20,0.0,0
toro_rosso,2010,6,monaco,False,False,True,False,False,buemi,Swiss,13,10,0,0,16,0,0,16,3,0,8,1.587,21,,0
virgin,2010,6,monaco,False,False,True,False,False,glock,German,20,21,0,0,24,0,0,23,0,0,12,3.551,28,0.0,0
virgin,2010,6,monaco,False,False,True,False,False,grassi,Brazilian,21,20,0,0,21,0,0,20,0,0,12,4.038,25,0.0,0
williams,2010,6,monaco,False,False,True,False,False,barrichello,Brazilian,9,18,7,0,12,5,0,13,8,0,7,1.075,37,0.0,0
williams,2010,6,monaco,False,False,True,False,False,hulkenberg,German,11,24,1,0,15,1,0,15,8,0,7,1.4909999999999999,22,0.0,0
ferrari,2010,7,istanbul,False,False,False,False,False,alonso,Spanish,12,8,75,1,3,67,1,2,136,1,2,1.317,28,,0
ferrari,2010,7,istanbul,False,False,False,False,False,massa,Brazilian,8,7,61,0,5,49,0,7,136,1,2,0.787,29,0.0,0
force_india,2010,7,istanbul,False,False,False,False,False,liuzzi,Italian,18,13,10,0,11,8,0,11,30,0,6,2.6630000000000003,29,,0
force_india,2010,7,istanbul,False,False,False,False,False,sutil,German,11,9,20,0,10,16,0,10,30,0,6,1.23,27,0.0,0
hrt,2010,7,istanbul,False,False,False,False,False,bruno_senna,Brazilian,22,21,0,0,23,0,0,22,0,0,11,4.971,26,0.0,0
hrt,2010,7,istanbul,False,False,False,False,False,chandhok,Indian,24,20,0,0,20,0,0,20,0,0,11,5.765,26,,0
lotus_racing,2010,7,istanbul,False,False,False,False,False,kovalainen,Finnish,20,23,0,0,19,0,0,19,0,0,10,4.224,28,0.0,0
lotus_racing,2010,7,istanbul,False,False,False,False,False,trulli,Italian,19,24,0,0,22,0,0,23,0,0,10,3.9419999999999997,35,,0
mclaren,2010,7,istanbul,False,False,False,False,False,button,British,4,2,70,2,4,70,2,1,129,2,3,0.486,30,0.0,0
mclaren,2010,7,istanbul,False,False,False,False,False,hamilton,British,2,1,59,0,7,49,0,6,129,2,3,0.138,25,0.5,0
mercedes,2010,7,istanbul,False,False,False,False,False,michael_schumacher,German,5,4,22,0,9,22,0,9,78,0,4,0.562,41,0.0,0
mercedes,2010,7,istanbul,False,False,False,False,False,rosberg,German,6,5,56,0,8,50,0,5,78,0,4,0.657,24,0.0,0
red_bull,2010,7,istanbul,False,False,False,False,False,vettel,German,3,22,78,1,2,60,1,3,156,3,1,0.465,22,0.0,0
red_bull,2010,7,istanbul,False,False,False,False,False,webber,Australian,1,3,78,2,1,53,1,4,156,3,1,0.0,33,,0
renault,2010,7,istanbul,False,False,False,False,False,kubica,Polish,7,6,59,0,6,44,0,8,65,0,5,0.7440000000000001,25,,0
renault,2010,7,istanbul,False,False,False,False,False,petrov,Russian,9,15,6,0,13,6,0,13,65,0,5,1.135,25,,0
sauber,2010,7,istanbul,False,False,False,False,False,kobayashi,Japanese,10,10,0,0,18,0,0,18,0,0,9,1.827,23,,0
sauber,2010,7,istanbul,False,False,False,False,False,rosa,Spanish,13,11,0,0,17,0,0,17,0,0,9,1.584,39,,0
toro_rosso,2010,7,istanbul,False,False,False,False,False,alguersuari,Spanish,16,12,3,0,14,3,0,14,4,0,8,2.245,20,,0
toro_rosso,2010,7,istanbul,False,False,False,False,False,buemi,Swiss,14,16,1,0,15,0,0,16,4,0,8,1.9780000000000002,21,,0
virgin,2010,7,istanbul,False,False,False,False,False,glock,German,21,18,0,0,24,0,0,24,0,0,12,4.449,28,0.0,0
virgin,2010,7,istanbul,False,False,False,False,False,grassi,Brazilian,23,19,0,0,21,0,0,21,0,0,12,5.694,25,0.0,0
williams,2010,7,istanbul,False,False,False,False,False,barrichello,Brazilian,15,14,7,0,12,7,0,12,8,0,7,2.097,38,0.0,0
williams,2010,7,istanbul,False,False,False,False,False,hulkenberg,German,17,17,1,0,16,1,0,15,8,0,7,2.546,22,0.0,0
ferrari,2010,8,villeneuve,True,False,False,False,False,alonso,Spanish,3,3,79,1,4,75,1,3,146,1,3,0.33,28,0.0,0
ferrari,2010,8,villeneuve,True,False,False,False,False,massa,Brazilian,6,15,67,0,7,61,0,5,146,1,3,0.583,29,0.0,0
force_india,2010,8,villeneuve,True,False,False,False,False,liuzzi,Italian,5,9,10,0,11,10,0,11,32,0,6,0.5429999999999999,29,0.0,0
force_india,2010,8,villeneuve,True,False,False,False,False,sutil,German,9,10,22,0,10,20,0,10,32,0,6,0.7759999999999999,27,0.0,0
hrt,2010,8,villeneuve,True,False,False,False,False,bruno_senna,Brazilian,22,23,0,0,23,0,0,23,0,0,11,4.379,26,0.0,0
hrt,2010,8,villeneuve,True,False,False,False,False,chandhok,Indian,24,18,0,0,20,0,0,20,0,0,11,12.652000000000001,26,,0
lotus_racing,2010,8,villeneuve,True,False,False,False,False,kovalainen,Finnish,19,16,0,0,19,0,0,19,0,0,10,3.1319999999999997,28,0.0,0
lotus_racing,2010,8,villeneuve,True,False,False,False,False,trulli,Italian,20,21,0,0,22,0,0,22,0,0,10,3.593,35,0.0,0
mclaren,2010,8,villeneuve,True,False,False,False,False,button,British,4,2,88,2,2,70,2,4,172,3,1,0.415,30,0.0,0
mclaren,2010,8,villeneuve,True,False,False,False,False,hamilton,British,1,1,84,1,3,59,0,7,172,3,1,0.0,25,0.1,0
mercedes,2010,8,villeneuve,True,False,False,False,False,michael_schumacher,German,13,11,34,0,9,22,0,9,100,0,4,1.3869999999999998,41,0.0,0
mercedes,2010,8,villeneuve,True,False,False,False,False,rosberg,German,10,6,66,0,8,56,0,8,100,0,4,0.966,24,0.0,0
red_bull,2010,8,villeneuve,True,False,False,False,False,vettel,German,2,4,78,1,5,78,1,2,171,3,2,0.315,22,0.0,0
red_bull,2010,8,villeneuve,True,False,False,False,False,webber,Australian,7,5,93,2,1,78,2,1,171,3,2,0.268,33,0.0,0
renault,2010,8,villeneuve,True,False,False,False,False,kubica,Polish,8,7,67,0,6,59,0,6,73,0,5,0.61,25,0.0,0
renault,2010,8,villeneuve,True,False,False,False,False,petrov,Russian,14,17,6,0,13,6,0,13,73,0,5,1.739,25,,0
sauber,2010,8,villeneuve,True,False,False,False,False,kobayashi,Japanese,18,24,1,0,16,0,0,18,1,0,9,2.9139999999999997,23,,0
sauber,2010,8,villeneuve,True,False,False,False,False,rosa,Spanish,17,22,0,0,18,0,0,17,1,0,9,2.279,39,0.0,0
toro_rosso,2010,8,villeneuve,True,False,False,False,False,alguersuari,Spanish,16,12,3,0,14,3,0,14,4,0,8,1.9240000000000002,20,0.0,0
toro_rosso,2010,8,villeneuve,True,False,False,False,False,buemi,Swiss,15,8,1,0,15,1,0,15,4,0,8,1.8230000000000002,21,,0
virgin,2010,8,villeneuve,True,False,False,False,False,glock,German,21,20,0,0,24,0,0,24,0,0,12,3.8360000000000003,28,0.0,0
virgin,2010,8,villeneuve,True,False,False,False,False,grassi,Brazilian,23,19,0,0,21,0,0,21,0,0,12,4.57,25,0.0,0
williams,2010,8,villeneuve,True,False,False,False,False,barrichello,Brazilian,11,14,7,0,12,7,0,12,8,0,7,1.329,38,0.0,0
williams,2010,8,villeneuve,True,False,False,False,False,hulkenberg,German,12,13,1,0,17,1,0,16,8,0,7,1.3330000000000002,22,0.0,0
ferrari,2010,9,valencia,False,False,True,False,False,alonso,Spanish,4,8,94,1,4,79,1,4,161,1,3,0.488,28,0.0,0
ferrari,2010,9,valencia,False,False,True,False,False,massa,Brazilian,5,11,67,0,8,67,0,7,161,1,3,0.54,29,0.0,0
force_india,2010,9,valencia,False,False,True,False,False,liuzzi,Italian,14,16,12,0,11,10,0,11,35,0,6,1.297,29,,0
force_india,2010,9,valencia,False,False,True,False,False,sutil,German,13,6,23,0,10,22,0,10,35,0,6,1.264,27,0.0,0
hrt,2010,9,valencia,False,False,True,False,False,bruno_senna,Brazilian,24,20,0,0,23,0,0,23,0,0,11,5.263999999999999,26,0.0,0
hrt,2010,9,valencia,False,False,True,False,False,chandhok,Indian,23,18,0,0,20,0,0,20,0,0,11,5.013,26,,0
lotus_racing,2010,9,valencia,False,False,True,False,False,kovalainen,Finnish,20,23,0,0,19,0,0,19,0,0,10,3.295,28,,0
lotus_racing,2010,9,valencia,False,False,True,False,False,trulli,Italian,19,21,0,0,22,0,0,22,0,0,10,3.071,35,,0
mclaren,2010,9,valencia,False,False,True,False,False,button,British,7,3,106,2,2,88,2,2,215,4,1,0.623,30,,0
mclaren,2010,9,valencia,False,False,True,False,False,hamilton,British,3,2,109,2,1,84,1,3,215,4,1,0.382,25,,0
mercedes,2010,9,valencia,False,False,True,False,False,michael_schumacher,German,15,15,34,0,9,34,0,9,108,0,4,1.6469999999999998,41,0.0,0
mercedes,2010,9,valencia,False,False,True,False,False,rosberg,German,12,10,74,0,6,66,0,8,108,0,4,1.04,25,0.0,0
red_bull,2010,9,valencia,False,False,True,False,False,vettel,German,1,1,90,1,5,78,1,5,193,3,2,0.0,22,0.5,0
red_bull,2010,9,valencia,False,False,True,False,False,webber,Australian,2,24,103,2,3,93,2,1,193,3,2,0.075,33,,0
renault,2010,9,valencia,False,False,True,False,False,kubica,Polish,6,5,73,0,7,67,0,6,79,0,5,0.55,25,,0
renault,2010,9,valencia,False,False,True,False,False,petrov,Russian,10,14,6,0,13,6,0,13,79,0,5,0.9359999999999999,25,,0
sauber,2010,9,valencia,False,False,True,False,False,kobayashi,Japanese,18,7,1,0,16,1,0,16,1,0,9,1.756,23,,0
sauber,2010,9,valencia,False,False,True,False,False,rosa,Spanish,16,12,0,0,18,0,0,18,1,0,9,1.6769999999999998,39,0.0,0
toro_rosso,2010,9,valencia,False,False,True,False,False,alguersuari,Spanish,17,13,3,0,15,3,0,14,8,0,7,1.871,20,0.0,0
toro_rosso,2010,9,valencia,False,False,True,False,False,buemi,Swiss,11,9,5,0,14,1,0,15,8,0,7,0.9990000000000001,21,,0
virgin,2010,9,valencia,False,False,True,False,False,glock,German,22,19,0,0,24,0,0,24,0,0,12,4.553,28,0.0,0
virgin,2010,9,valencia,False,False,True,False,False,grassi,Brazilian,21,17,0,0,21,0,0,21,0,0,12,4.499,25,0.0,0
williams,2010,9,valencia,False,False,True,False,False,barrichello,Brazilian,9,4,7,0,12,7,0,12,8,0,8,0.841,38,0.0,0
williams,2010,9,valencia,False,False,True,False,False,hulkenberg,German,8,22,1,0,17,1,0,17,8,0,8,0.841,22,0.0,0
ferrari,2010,10,silverstone,True,False,False,False,False,alonso,Spanish,3,14,98,1,5,94,1,4,165,1,3,0.8109999999999999,28,0.0,0
ferrari,2010,10,silverstone,True,False,False,False,False,massa,Brazilian,7,15,67,0,8,67,0,8,165,1,3,1.557,29,0.0,0
force_india,2010,10,silverstone,True,False,False,False,False,liuzzi,Italian,20,11,12,0,12,12,0,11,43,0,6,2.093,29,,0
force_india,2010,10,silverstone,True,False,False,False,False,sutil,German,11,8,31,0,10,23,0,10,43,0,6,1.784,27,0.0,0
hrt,2010,10,silverstone,True,False,False,False,False,chandhok,Indian,23,19,0,0,20,0,0,20,0,0,11,6.961,26,,0
hrt,2010,10,silverstone,True,False,False,False,False,yamamoto,Japanese,24,20,0,0,0,0,0,0,0,0,11,7.353,28,,1
lotus_racing,2010,10,silverstone,True,False,False,False,False,kovalainen,Finnish,18,17,0,0,19,0,0,19,0,0,10,4.79,28,0.0,0
lotus_racing,2010,10,silverstone,True,False,False,False,False,trulli,Italian,21,16,0,0,22,0,0,22,0,0,10,5.249,35,,0
mclaren,2010,10,silverstone,True,False,False,False,False,button,British,14,4,121,2,2,106,2,2,248,4,1,2.084,30,0.0,0
mclaren,2010,10,silverstone,True,False,False,False,False,hamilton,British,4,2,127,2,1,109,2,1,248,4,1,0.941,25,0.0,0
mercedes,2010,10,silverstone,True,False,False,False,False,michael_schumacher,German,10,9,34,0,9,34,0,9,109,0,4,1.815,41,0.0,0
mercedes,2010,10,silverstone,True,False,False,False,False,rosberg,German,5,3,75,0,7,74,0,6,109,0,4,1.01,25,0.0,0
red_bull,2010,10,silverstone,True,False,False,False,False,vettel,German,1,7,115,2,3,90,1,5,218,4,2,0.0,23,0.0,0
red_bull,2010,10,silverstone,True,False,False,False,False,webber,Australian,2,1,103,2,4,103,2,3,218,4,2,0.14300000000000002,33,0.5,0
renault,2010,10,silverstone,True,False,False,False,False,kubica,Polish,6,23,83,0,6,73,0,7,89,0,5,1.425,25,,0
renault,2010,10,silverstone,True,False,False,False,False,petrov,Russian,15,13,6,0,15,6,0,13,89,0,5,2.181,25,,0
sauber,2010,10,silverstone,True,False,False,False,False,kobayashi,Japanese,12,6,7,0,13,1,0,16,7,0,9,1.806,23,,0
sauber,2010,10,silverstone,True,False,False,False,False,rosa,Spanish,9,22,0,0,18,0,0,18,7,0,9,1.659,39,0.0,0
toro_rosso,2010,10,silverstone,True,False,False,False,False,alguersuari,Spanish,17,21,3,0,16,3,0,15,10,0,8,2.815,20,0.0,0
toro_rosso,2010,10,silverstone,True,False,False,False,False,buemi,Swiss,16,12,7,0,14,5,0,14,10,0,8,2.397,21,,0
virgin,2010,10,silverstone,True,False,False,False,False,glock,German,19,18,0,0,24,0,0,24,0,0,12,5.16,28,0.0,0
virgin,2010,10,silverstone,True,False,False,False,False,grassi,Brazilian,22,24,0,0,21,0,0,21,0,0,12,5.597,25,0.0,0
williams,2010,10,silverstone,True,False,False,False,False,barrichello,Brazilian,8,5,19,0,11,7,0,12,20,0,7,1.56,38,0.0,0
williams,2010,10,silverstone,True,False,False,False,False,hulkenberg,German,13,10,1,0,17,1,0,17,20,0,7,2.02,22,0.0,0
ferrari,2010,11,hockenheimring,False,False,True,False,False,alonso,Spanish,2,1,98,1,5,98,1,5,165,1,3,0.002,28,0.333333333,0
ferrari,2010,11,hockenheimring,False,False,True,False,False,massa,Brazilian,3,2,67,0,8,67,0,8,165,1,3,0.499,29,0.0,0
force_india,2010,11,hockenheimring,False,False,True,False,False,liuzzi,Italian,21,16,12,0,13,12,0,12,47,0,6,5.1610000000000005,29,,0
force_india,2010,11,hockenheimring,False,False,True,False,False,sutil,German,19,17,35,0,10,31,0,10,47,0,6,1.676,27,0.0,0
hrt,2010,11,hockenheimring,False,False,True,False,False,bruno_senna,Brazilian,20,19,0,0,23,0,0,23,0,0,11,4.801,26,0.0,0
hrt,2010,11,hockenheimring,False,False,True,False,False,yamamoto,Japanese,22,22,0,0,25,0,0,0,0,0,11,6.053,28,,0
lotus_racing,2010,11,hockenheimring,False,False,True,False,False,kovalainen,Finnish,18,20,0,0,19,0,0,19,0,0,10,4.5089999999999995,28,0.0,0
lotus_racing,2010,11,hockenheimring,False,False,True,False,False,trulli,Italian,17,23,0,0,22,0,0,22,0,0,10,3.792,36,,0
mclaren,2010,11,hockenheimring,False,False,True,False,False,button,British,5,5,133,2,2,121,2,2,278,4,1,0.636,30,0.0,0
mclaren,2010,11,hockenheimring,False,False,True,False,False,hamilton,British,6,4,145,2,1,127,2,1,278,4,1,0.775,25,0.0,0
mercedes,2010,11,hockenheimring,False,False,True,False,False,michael_schumacher,German,11,9,36,0,9,34,0,9,126,0,4,1.235,41,0.0,0
mercedes,2010,11,hockenheimring,False,False,True,False,False,rosberg,German,9,8,90,0,6,75,0,7,126,0,4,1.3880000000000001,25,0.0,0
red_bull,2010,11,hockenheimring,False,False,True,False,False,vettel,German,1,3,121,2,4,115,2,3,249,5,2,0.0,23,0.0,0
red_bull,2010,11,hockenheimring,False,False,True,False,False,webber,Australian,4,6,128,3,3,103,2,4,249,5,2,0.556,33,,0
renault,2010,11,hockenheimring,False,False,True,False,False,kubica,Polish,7,7,83,0,7,83,0,6,89,0,5,1.288,25,,0
renault,2010,11,hockenheimring,False,False,True,False,False,petrov,Russian,13,10,6,0,15,6,0,15,89,0,5,1.516,25,,0
sauber,2010,11,hockenheimring,False,False,True,False,False,kobayashi,Japanese,12,11,15,0,12,7,0,13,15,0,8,1.2930000000000001,23,,0
sauber,2010,11,hockenheimring,False,False,True,False,False,rosa,Spanish,14,14,0,0,18,0,0,18,15,0,8,1.7590000000000001,39,0.0,0
toro_rosso,2010,11,hockenheimring,False,False,True,False,False,alguersuari,Spanish,15,15,3,0,16,3,0,16,10,0,9,1.797,20,0.0,0
toro_rosso,2010,11,hockenheimring,False,False,True,False,False,buemi,Swiss,16,24,7,0,14,7,0,14,10,0,9,2.1830000000000003,21,,0
virgin,2010,11,hockenheimring,False,False,True,False,False,glock,German,23,18,0,0,24,0,0,24,0,0,12,4.552,28,0.0,0
williams,2010,11,hockenheimring,False,False,True,False,False,barrichello,Brazilian,8,12,29,0,11,19,0,11,31,0,7,1.318,38,0.0,0
williams,2010,11,hockenheimring,False,False,True,False,False,hulkenberg,German,10,13,2,0,17,1,0,17,31,0,7,1.548,22,0.0,0
ferrari,2010,12,hungaroring,False,False,False,False,False,alonso,Spanish,3,2,123,2,5,98,1,5,208,2,3,1.214,29,0.0,0
ferrari,2010,12,hungaroring,False,False,False,False,False,massa,Brazilian,4,4,85,0,8,67,0,8,208,2,3,1.558,29,0.0,0
force_india,2010,12,hungaroring,False,False,False,False,False,liuzzi,Italian,16,13,12,0,13,12,0,13,47,0,6,3.154,29,,0
force_india,2010,12,hungaroring,False,False,False,False,False,sutil,German,13,23,35,0,10,35,0,10,47,0,6,2.7439999999999998,27,0.0,0
hrt,2010,12,hungaroring,False,False,False,False,False,bruno_senna,Brazilian,22,17,0,0,23,0,0,23,0,0,11,7.617999999999999,26,0.0,0
hrt,2010,12,hungaroring,False,False,False,False,False,yamamoto,Japanese,24,19,0,0,25,0,0,25,0,0,11,7.68,28,,0
lotus_racing,2010,12,hungaroring,False,False,False,False,False,kovalainen,Finnish,19,14,0,0,19,0,0,19,0,0,10,5.347,28,0.0,0
lotus_racing,2010,12,hungaroring,False,False,False,False,False,trulli,Italian,20,15,0,0,22,0,0,22,0,0,10,5.426,36,,0
mclaren,2010,12,hungaroring,False,False,False,False,False,button,British,11,8,143,2,2,133,2,2,300,4,1,2.519,30,0.0,0
mclaren,2010,12,hungaroring,False,False,False,False,False,hamilton,British,5,20,157,2,1,145,2,1,300,4,1,1.726,25,0.0,0
mercedes,2010,12,hungaroring,False,False,False,False,False,michael_schumacher,German,14,11,38,0,9,36,0,9,132,0,4,2.8569999999999998,41,0.0,0
mercedes,2010,12,hungaroring,False,False,False,False,False,rosberg,German,6,22,94,0,6,90,0,6,132,0,4,2.309,25,0.0,0
red_bull,2010,12,hungaroring,False,False,False,False,False,vettel,German,1,3,136,2,4,121,2,4,272,5,2,0.0,23,0.0,0
red_bull,2010,12,hungaroring,False,False,False,False,False,webber,Australian,2,1,136,3,3,128,3,3,272,5,2,0.41100000000000003,33,0.5,0
renault,2010,12,hungaroring,False,False,False,False,False,kubica,Polish,8,21,89,0,7,83,0,7,96,0,5,2.555,25,,0
renault,2010,12,hungaroring,False,False,False,False,False,petrov,Russian,7,5,7,0,14,6,0,15,96,0,5,2.456,25,,0
sauber,2010,12,hungaroring,False,False,False,False,False,kobayashi,Japanese,23,9,15,0,12,15,0,12,15,0,8,3.449,23,,0
sauber,2010,12,hungaroring,False,False,False,False,False,rosa,Spanish,9,7,0,0,18,0,0,18,15,0,8,2.638,39,0.0,0
toro_rosso,2010,12,hungaroring,False,False,False,False,False,alguersuari,Spanish,17,24,3,0,16,3,0,16,10,0,9,3.225,20,0.0,0
toro_rosso,2010,12,hungaroring,False,False,False,False,False,buemi,Swiss,15,12,7,0,15,7,0,14,10,0,9,3.1239999999999997,21,,0
virgin,2010,12,hungaroring,False,False,False,False,False,glock,German,18,16,0,0,24,0,0,24,0,0,12,5.277,28,0.0,0
virgin,2010,12,hungaroring,False,False,False,False,False,grassi,Brazilian,21,18,0,0,21,0,0,21,0,0,12,6.345,25,0.0,0
williams,2010,12,hungaroring,False,False,False,False,False,barrichello,Brazilian,12,10,29,0,11,29,0,11,31,0,7,2.5580000000000003,38,0.0,0
williams,2010,12,hungaroring,False,False,False,False,False,hulkenberg,German,10,6,2,0,17,2,0,17,31,0,7,2.937,22,0.0,0
ferrari,2010,13,spa,False,False,False,True,False,alonso,Spanish,10,21,141,2,5,123,2,5,238,2,3,1.663,29,,0
ferrari,2010,13,spa,False,False,False,True,False,massa,Brazilian,6,4,97,0,6,85,0,8,238,2,3,0.536,29,0.0,0
force_india,2010,13,spa,False,False,False,True,False,liuzzi,Italian,12,10,12,0,14,12,0,13,47,0,6,2.9019999999999997,30,,0
force_india,2010,13,spa,False,False,False,True,False,sutil,German,8,5,35,0,10,35,0,10,47,0,6,0.8809999999999999,27,0.0,0
hrt,2010,13,spa,False,False,False,True,False,bruno_senna,Brazilian,18,23,0,0,23,0,0,23,0,0,11,17.834,26,0.0,0
