driver,season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,nationality,constructor,grid,podium,driver_points_after_race.1,driver_wins_after_race.1,driver_standings_pos_after_race.1,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age,wins_percentage,change_teams
hamilton,2011,7,villeneuve,False,False,False,True,False,British,mclaren,5,24,85,1,2,77,1,2,161,1,2,0.551,26,0.0,0
michael_schumacher,2011,7,villeneuve,False,False,False,True,False,German,mercedes,8,4,14,0,11,14,0,10,40,0,5,0.85,42,0.0,0
rosberg,2011,7,villeneuve,False,False,False,True,False,German,mercedes,6,11,26,0,7,26,0,6,40,0,5,0.8,25,0.0,0
vettel,2011,7,villeneuve,False,False,False,True,False,German,red_bull,1,2,143,5,1,118,4,1,222,5,1,0.0,23,0.0,0
webber,2011,7,villeneuve,False,False,False,True,False,Australian,red_bull,4,3,79,0,3,67,0,3,222,5,1,0.415,34,0.0,0
heidfeld,2011,7,villeneuve,False,False,False,True,False,German,renault,9,20,29,0,6,25,0,7,50,0,4,1.048,34,0.0,0
petrov,2011,7,villeneuve,False,False,False,True,False,Russian,renault,10,5,21,0,9,21,0,9,50,0,4,1.071,26,,0
kobayashi,2011,7,villeneuve,False,False,False,True,False,Japanese,sauber,13,7,19,0,10,9,0,11,21,0,6,2.271,24,,0
rosa,2011,7,villeneuve,False,False,False,True,False,Spanish,sauber,17,12,0,0,0,0,0,0,21,0,6,2.573,40,0.0,1
buemi,2011,7,villeneuve,False,False,False,True,False,Swiss,toro_rosso,15,10,7,0,13,6,0,12,7,0,8,2.32,22,,0
glock,2011,7,villeneuve,False,False,False,True,False,German,virgin,21,16,0,0,22,0,0,22,0,0,11,5.523,29,0.0,0
barrichello,2011,7,villeneuve,False,False,False,True,False,Brazilian,williams,16,9,2,0,14,0,0,17,2,0,9,2.347,39,0.0,0
maldonado,2011,7,villeneuve,False,False,False,True,False,Venezuelan,williams,12,19,0,0,21,0,0,21,2,0,9,2.029,26,,0
alonso,2011,8,valencia,True,False,False,False,False,Spanish,ferrari,4,2,69,0,5,69,0,5,101,0,3,0.479,29,0.0,0
massa,2011,8,valencia,True,False,False,False,False,Brazilian,ferrari,5,5,32,0,6,24,0,8,101,0,3,0.56,30,0.0,0
resta,2011,8,valencia,True,False,False,False,False,British,force_india,12,14,2,0,17,2,0,16,10,0,8,2.447,25,,0
karthikeyan,2011,8,valencia,True,False,False,False,False,Indian,hrt,24,24,0,0,23,0,0,24,0,0,11,7.388,34,,0
liuzzi,2011,8,valencia,True,False,False,False,False,Italian,hrt,22,23,0,0,20,0,0,23,0,0,11,6.609,30,,0
kovalainen,2011,8,valencia,True,False,False,False,False,Finnish,lotus_racing,19,19,0,0,22,0,0,19,0,0,10,4.689,29,,0
trulli,2011,8,valencia,True,False,False,False,False,Italian,lotus_racing,20,20,0,0,19,0,0,18,0,0,10,5.2589999999999995,36,,0
button,2011,8,valencia,True,False,False,False,False,British,mclaren,6,6,101,1,2,76,0,4,186,2,2,0.67,31,,0
hamilton,2011,8,valencia,True,False,False,False,False,British,mclaren,3,4,85,1,4,85,1,2,186,2,2,0.405,26,,0
michael_schumacher,2011,8,valencia,True,False,False,False,False,German,mercedes,8,17,26,0,9,14,0,11,52,0,5,1.265,42,0.0,0
rosberg,2011,8,valencia,True,False,False,False,False,German,mercedes,7,7,26,0,10,26,0,7,52,0,5,1.256,25,0.0,0
vettel,2011,8,valencia,True,False,False,False,False,German,red_bull,1,1,161,5,1,143,5,1,255,5,1,0.0,23,0.5,0
webber,2011,8,valencia,True,False,False,False,False,Australian,red_bull,2,3,94,0,3,79,0,3,255,5,1,0.188,34,,0
petrov,2011,8,valencia,True,False,False,False,False,Russian,renault,11,15,31,0,7,21,0,9,60,0,4,2.093,26,,0
kobayashi,2011,8,valencia,True,False,False,False,False,Japanese,sauber,14,16,25,0,11,19,0,10,27,0,6,2.55,24,,0
perez,2011,8,valencia,True,False,False,False,False,Mexican,sauber,16,11,2,0,16,2,0,15,27,0,6,2.682,21,,0
alguersuari,2011,8,valencia,True,False,False,False,False,Spanish,toro_rosso,18,8,4,0,14,0,0,17,12,0,7,3.2569999999999997,21,0.0,0
buemi,2011,8,valencia,True,False,False,False,False,Swiss,toro_rosso,17,13,8,0,13,7,0,13,12,0,7,2.736,22,,0
ambrosio,2011,8,valencia,True,False,False,False,False,Belgian,virgin,23,22,0,0,21,0,0,20,0,0,12,6.76,25,,0
glock,2011,8,valencia,True,False,False,False,False,German,virgin,21,21,0,0,25,0,0,22,0,0,12,5.577999999999999,29,0.0,0
barrichello,2011,8,valencia,True,False,False,False,False,Brazilian,williams,13,12,4,0,15,2,0,14,4,0,9,2.5140000000000002,39,0.0,0
maldonado,2011,8,valencia,True,False,False,False,False,Venezuelan,williams,15,18,0,0,24,0,0,21,4,0,9,2.67,26,,0
alonso,2011,9,silverstone,False,False,False,True,False,Spanish,ferrari,3,1,87,0,5,69,0,5,129,0,3,0.11699999999999999,29,0.5,0
massa,2011,9,silverstone,False,False,False,True,False,Brazilian,ferrari,4,5,42,0,6,32,0,6,129,0,3,0.725,30,0.0,0
resta,2011,9,silverstone,False,False,False,True,False,British,force_india,6,15,2,0,17,2,0,17,12,0,8,1.53,25,0.0,0
sutil,2011,9,silverstone,False,False,False,True,False,German,force_india,11,11,10,0,12,8,0,12,12,0,8,2.218,28,0.0,0
liuzzi,2011,9,silverstone,False,False,False,True,False,Italian,hrt,23,18,0,0,20,0,0,20,0,0,11,7.085,30,,0
ricciardo,2011,9,silverstone,False,False,False,True,False,Australian,hrt,24,19,0,0,0,0,0,0,0,0,11,7.66,22,0.0,1
kovalainen,2011,9,silverstone,False,False,False,True,False,Finnish,lotus_racing,17,24,0,0,22,0,0,22,0,0,10,4.422,29,0.0,0
trulli,2011,9,silverstone,False,False,False,True,False,Italian,lotus_racing,21,23,0,0,19,0,0,19,0,0,10,6.057,36,,0
button,2011,9,silverstone,False,False,False,True,False,British,mclaren,5,20,109,1,2,101,1,2,206,2,2,1.499,31,0.0,0
hamilton,2011,9,silverstone,False,False,False,True,False,British,mclaren,10,4,97,1,4,85,1,4,206,2,2,1.9769999999999999,26,0.0,0
michael_schumacher,2011,9,silverstone,False,False,False,True,False,German,mercedes,13,9,26,0,10,26,0,9,58,0,5,2.2569999999999997,42,0.0,0
rosberg,2011,9,silverstone,False,False,False,True,False,German,mercedes,9,6,32,0,7,26,0,10,58,0,5,1.81,26,0.0,0
vettel,2011,9,silverstone,False,False,False,True,False,German,red_bull,2,2,186,6,1,161,5,1,295,6,1,0.032,24,0.0,0
webber,2011,9,silverstone,False,False,False,True,False,Australian,red_bull,1,3,109,0,3,94,0,3,295,6,1,0.0,34,0.0,0
heidfeld,2011,9,silverstone,False,False,False,True,False,German,renault,16,8,30,0,9,29,0,8,61,0,4,3.406,34,0.0,0
petrov,2011,9,silverstone,False,False,False,True,False,Russian,renault,14,12,31,0,8,31,0,7,61,0,4,2.335,26,,0
kobayashi,2011,9,silverstone,False,False,False,True,False,Japanese,sauber,8,22,25,0,11,25,0,11,27,0,6,1.729,24,,0
perez,2011,9,silverstone,False,False,False,True,False,Mexican,sauber,12,7,2,0,16,2,0,16,27,0,6,2.225,21,,0
alguersuari,2011,9,silverstone,False,False,False,True,False,Spanish,toro_rosso,18,10,8,0,13,4,0,14,16,0,7,4.846,21,0.0,0
buemi,2011,9,silverstone,False,False,False,True,False,Swiss,toro_rosso,19,21,8,0,14,8,0,13,16,0,7,5.35,22,,0
ambrosio,2011,9,silverstone,False,False,False,True,False,Belgian,virgin,22,17,0,0,21,0,0,21,0,0,12,6.755,25,,0
glock,2011,9,silverstone,False,False,False,True,False,German,virgin,20,16,0,0,25,0,0,25,0,0,12,5.803999999999999,29,0.0,0
barrichello,2011,9,silverstone,False,False,False,True,False,Brazilian,williams,15,13,4,0,15,4,0,15,4,0,9,2.72,39,0.0,0
maldonado,2011,9,silverstone,False,False,False,True,False,Venezuelan,williams,7,14,0,0,24,0,0,24,4,0,9,1.534,26,,0
alonso,2011,10,nurburgring,False,False,False,True,False,Spanish,ferrari,4,2,112,1,3,87,0,5,164,1,3,0.363,29,0.0,0
massa,2011,10,nurburgring,False,False,False,True,False,Brazilian,ferrari,5,5,52,0,6,42,0,6,164,1,3,0.831,30,0.0,0
resta,2011,10,nurburgring,False,False,False,True,False,British,force_india,12,13,2,0,17,2,0,17,12,0,8,2.481,25,0.0,0
sutil,2011,10,nurburgring,False,False,False,True,False,German,force_india,8,6,10,0,12,10,0,12,12,0,8,1.931,28,0.0,0
liuzzi,2011,10,nurburgring,False,False,False,True,False,Italian,hrt,23,21,0,0,20,0,0,20,0,0,11,6.932,30,0.0,0
ricciardo,2011,10,nurburgring,False,False,False,True,False,Australian,hrt,22,19,0,0,26,0,0,0,0,0,11,6.957000000000001,22,0.0,0
chandhok,2011,10,nurburgring,False,False,False,True,False,Indian,lotus_racing,20,20,0,0,0,0,0,0,0,0,10,6.343,27,,1
kovalainen,2011,10,nurburgring,False,False,False,True,False,Finnish,lotus_racing,18,16,0,0,22,0,0,22,0,0,10,5.52,29,0.0,0
button,2011,10,nurburgring,False,False,False,True,False,British,mclaren,7,22,109,1,5,109,1,2,218,2,2,1.209,31,0.0,0
hamilton,2011,10,nurburgring,False,False,False,True,False,British,mclaren,2,1,109,1,4,97,1,4,218,2,2,0.055,26,0.5,0
michael_schumacher,2011,10,nurburgring,False,False,False,True,False,German,mercedes,10,8,28,0,10,26,0,10,68,0,4,2.403,42,0.0,0
rosberg,2011,10,nurburgring,False,False,False,True,False,German,mercedes,6,7,40,0,7,32,0,7,68,0,4,1.1840000000000002,26,0.0,0
vettel,2011,10,nurburgring,False,False,False,True,False,German,red_bull,3,4,204,6,1,186,6,1,328,6,1,0.13699999999999998,24,0.0,0
webber,2011,10,nurburgring,False,False,False,True,False,Australian,red_bull,1,3,124,0,2,109,0,3,328,6,1,0.0,34,0.0,0
heidfeld,2011,10,nurburgring,False,False,False,True,False,German,renault,11,24,34,0,8,30,0,9,65,0,5,2.136,34,0.0,0
petrov,2011,10,nurburgring,False,False,False,True,False,Russian,renault,9,10,31,0,9,31,0,8,65,0,5,2.108,26,,0
kobayashi,2011,10,nurburgring,False,False,False,True,False,Japanese,sauber,17,9,25,0,11,25,0,11,33,0,6,3.707,24,,0
perez,2011,10,nurburgring,False,False,False,True,False,Mexican,sauber,15,11,8,0,14,2,0,16,33,0,6,3.097,21,,0
alguersuari,2011,10,nurburgring,False,False,False,True,False,Spanish,toro_rosso,16,12,9,0,13,8,0,13,17,0,7,3.6189999999999998,21,0.0,0
ambrosio,2011,10,nurburgring,False,False,False,True,False,Belgian,virgin,21,18,0,0,21,0,0,21,0,0,12,6.562,25,,0
glock,2011,10,nurburgring,False,False,False,True,False,German,virgin,19,17,0,0,25,0,0,25,0,0,12,6.321000000000001,29,0.0,0
barrichello,2011,10,nurburgring,False,False,False,True,False,Brazilian,williams,14,23,4,0,16,4,0,15,4,0,9,2.964,39,0.0,0
maldonado,2011,10,nurburgring,False,False,False,True,False,Venezuelan,williams,13,14,0,0,23,0,0,24,4,0,9,2.556,26,,0
alonso,2011,11,hungaroring,False,False,False,True,False,Spanish,ferrari,5,3,130,1,4,112,1,3,192,1,3,0.55,30,0.0,0
massa,2011,11,hungaroring,False,False,False,True,False,Brazilian,ferrari,4,6,62,0,6,52,0,6,192,1,3,0.535,30,0.0,0
resta,2011,11,hungaroring,False,False,False,True,False,British,force_india,11,7,2,0,17,2,0,17,20,0,7,2.441,25,0.0,0
sutil,2011,11,hungaroring,False,False,False,True,False,German,force_india,8,14,18,0,12,10,0,12,20,0,7,1.63,28,0.0,0
liuzzi,2011,11,hungaroring,False,False,False,True,False,Italian,hrt,21,20,0,0,20,0,0,20,0,0,11,6.507999999999999,30,,0
ricciardo,2011,11,hungaroring,False,False,False,True,False,Australian,hrt,22,18,0,0,26,0,0,26,0,0,11,6.664,22,0.0,0
kovalainen,2011,11,hungaroring,False,False,False,True,False,Finnish,lotus_racing,18,21,0,0,23,0,0,22,0,0,10,4.547,29,0.0,0
trulli,2011,11,hungaroring,False,False,False,True,False,Italian,lotus_racing,19,24,0,0,19,0,0,19,0,0,10,4.718999999999999,37,,0
button,2011,11,hungaroring,False,False,False,True,False,British,mclaren,3,1,109,1,5,109,1,5,243,3,2,0.209,31,0.083333333,0
hamilton,2011,11,hungaroring,False,False,False,True,False,British,mclaren,2,4,134,2,3,109,1,4,243,3,2,0.163,26,0.0,0
michael_schumacher,2011,11,hungaroring,False,False,False,True,False,German,mercedes,9,22,32,0,10,28,0,10,78,0,4,2.092,42,0.0,0
rosberg,2011,11,hungaroring,False,False,False,True,False,German,mercedes,7,9,46,0,7,40,0,7,78,0,4,1.2830000000000001,26,0.0,0
vettel,2011,11,hungaroring,False,False,False,True,False,German,red_bull,1,2,216,6,1,204,6,1,355,6,1,0.0,24,0.0,0
webber,2011,11,hungaroring,False,False,False,True,False,Australian,red_bull,6,5,139,0,2,124,0,2,355,6,1,0.659,34,0.0,0
heidfeld,2011,11,hungaroring,False,False,False,True,False,German,renault,14,23,34,0,8,34,0,8,66,0,5,2.655,34,0.0,0
petrov,2011,11,hungaroring,False,False,False,True,False,Russian,renault,12,12,32,0,9,31,0,9,66,0,5,2.469,26,,0
kobayashi,2011,11,hungaroring,False,False,False,True,False,Japanese,sauber,13,11,27,0,11,25,0,11,35,0,6,2.62,24,,0
alguersuari,2011,11,hungaroring,False,False,False,True,False,Spanish,toro_rosso,16,10,9,0,13,9,0,13,17,0,8,3.1639999999999997,21,0.0,0
buemi,2011,11,hungaroring,False,False,False,True,False,Swiss,toro_rosso,23,8,8,0,15,8,0,15,17,0,8,4.255,22,,0
ambrosio,2011,11,hungaroring,False,False,False,True,False,Belgian,virgin,24,19,0,0,22,0,0,21,0,0,12,6.695,25,0.0,0
glock,2011,11,hungaroring,False,False,False,True,False,German,virgin,20,17,0,0,24,0,0,25,0,0,12,6.479,29,0.0,0
barrichello,2011,11,hungaroring,False,False,False,True,False,Brazilian,williams,15,13,4,0,16,4,0,16,4,0,9,2.8689999999999998,39,0.0,0
alonso,2011,12,spa,False,False,True,False,False,Spanish,ferrari,8,4,145,1,4,130,1,4,215,1,3,2.9530000000000003,30,,0
massa,2011,12,spa,False,False,True,False,False,Brazilian,ferrari,4,8,70,0,6,62,0,6,215,1,3,1.9580000000000002,30,0.0,0
resta,2011,12,spa,False,False,True,False,False,British,force_india,17,11,8,0,16,2,0,17,26,0,7,19.46,25,0.0,0
sutil,2011,12,spa,False,False,True,False,False,German,force_india,15,7,18,0,12,18,0,12,26,0,7,19.479,28,0.0,0
liuzzi,2011,12,spa,False,False,True,False,False,Italian,hrt,22,19,0,0,20,0,0,20,0,0,11,23.318,31,,0
ricciardo,2011,12,spa,False,False,True,False,False,Australian,hrt,23,21,0,0,26,0,0,26,0,0,11,24.779,22,0.0,0
kovalainen,2011,12,spa,False,False,True,False,False,Finnish,lotus_racing,16,15,0,0,23,0,0,23,0,0,10,20.055999999999997,29,0.0,0
trulli,2011,12,spa,False,False,True,False,False,Italian,lotus_racing,18,14,0,0,19,0,0,19,0,0,10,20.475,37,,0
button,2011,12,spa,False,False,True,False,False,British,mclaren,13,3,134,2,5,109,1,5,280,4,2,16.852,31,0.0,0
hamilton,2011,12,spa,False,False,True,False,False,British,mclaren,2,22,146,2,3,134,2,3,280,4,2,0.43200000000000005,26,0.0,0
rosberg,2011,12,spa,False,False,True,False,False,German,mercedes,5,6,48,0,7,46,0,7,80,0,4,2.254,26,0.0,0
vettel,2011,12,spa,False,False,True,False,False,German,red_bull,1,1,234,6,1,216,6,1,383,6,1,0.0,24,0.1,0
webber,2011,12,spa,False,False,True,False,False,Australian,red_bull,3,2,149,0,2,139,0,2,383,6,1,1.078,35,0.0,0
bruno_senna,2011,12,spa,False,False,True,False,False,Brazilian,renault,7,13,0,0,0,0,0,0,66,0,5,2.823,27,0.0,1
petrov,2011,12,spa,False,False,True,False,False,Russian,renault,10,9,32,0,9,32,0,9,66,0,5,4.005,26,,0
kobayashi,2011,12,spa,False,False,True,False,False,Japanese,sauber,12,12,27,0,11,27,0,11,35,0,6,16.459,24,,0
perez,2011,12,spa,False,False,True,False,False,Mexican,sauber,9,20,8,0,15,8,0,14,35,0,6,3.076,21,,0
alguersuari,2011,12,spa,False,False,True,False,False,Spanish,toro_rosso,6,24,10,0,14,9,0,13,22,0,8,2.475,21,,0
buemi,2011,12,spa,False,False,True,False,False,Swiss,toro_rosso,11,23,12,0,13,8,0,15,22,0,8,16.394000000000002,22,,0
ambrosio,2011,12,spa,False,False,True,False,False,Belgian,virgin,20,17,0,0,22,0,0,22,0,0,12,23.303,25,,0
glock,2011,12,spa,False,False,True,False,False,German,virgin,19,18,0,0,24,0,0,24,0,0,12,21.268,29,0.0,0
barrichello,2011,12,spa,False,False,True,False,False,Brazilian,williams,14,16,4,0,17,4,0,16,4,0,9,19.051,39,0.0,0
maldonado,2011,12,spa,False,False,True,False,False,Venezuelan,williams,21,10,0,0,21,0,0,21,4,0,9,19.808,26,,0
alonso,2011,13,monza,True,False,False,False,False,Spanish,ferrari,4,3,157,1,3,145,1,4,231,1,3,0.5660000000000001,30,0.0,0
massa,2011,13,monza,True,False,False,False,False,Brazilian,ferrari,6,6,74,0,6,70,0,6,231,1,3,0.9129999999999999,30,0.0,0
resta,2011,13,monza,True,False,False,False,False,British,force_india,11,8,8,0,16,8,0,16,32,0,7,1.8880000000000001,25,0.0,0
sutil,2011,13,monza,True,False,False,False,False,German,force_india,12,19,24,0,12,18,0,12,32,0,7,1.9340000000000002,28,0.0,0
liuzzi,2011,13,monza,True,False,False,False,False,Italian,hrt,24,24,0,0,21,0,0,20,0,0,11,5.956,31,,0
ricciardo,2011,13,monza,True,False,False,False,False,Australian,hrt,23,16,0,0,27,0,0,26,0,0,11,5.779,22,,0
kovalainen,2011,13,monza,True,False,False,False,False,Finnish,lotus_racing,20,13,0,0,24,0,0,23,0,0,10,4.909,29,,0
trulli,2011,13,monza,True,False,False,False,False,Italian,lotus_racing,19,14,0,0,20,0,0,19,0,0,10,4.372,37,,0
button,2011,13,monza,True,False,False,False,False,British,mclaren,3,2,149,2,4,134,2,5,295,4,2,0.502,31,0.0,0
hamilton,2011,13,monza,True,False,False,False,False,British,mclaren,2,4,146,2,5,146,2,3,295,4,2,0.45,26,0.0,0
michael_schumacher,2011,13,monza,True,False,False,False,False,German,mercedes,8,5,42,0,8,32,0,10,98,0,4,1.5019999999999998,42,0.0,0
rosberg,2011,13,monza,True,False,False,False,False,German,mercedes,9,23,56,0,7,48,0,7,98,0,4,2.202,26,0.0,0
vettel,2011,13,monza,True,False,False,False,False,German,red_bull,1,1,259,7,1,234,6,1,426,7,1,0.0,24,0.1,0
webber,2011,13,monza,True,False,False,False,False,Australian,red_bull,5,20,167,0,2,149,0,2,426,7,1,0.6970000000000001,35,,0
petrov,2011,13,monza,True,False,False,False,False,Russian,renault,7,22,34,0,9,32,0,9,68,0,5,1.255,27,,0
kobayashi,2011,13,monza,True,False,False,False,False,Japanese,sauber,17,18,27,0,11,27,0,11,35,0,6,2.79,24,,0
perez,2011,13,monza,True,False,False,False,False,Mexican,sauber,15,17,8,0,15,8,0,15,35,0,6,2.57,21,,0
alguersuari,2011,13,monza,True,False,False,False,False,Spanish,toro_rosso,18,7,10,0,14,10,0,14,22,0,8,3.0589999999999997,21,0.0,0
buemi,2011,13,monza,True,False,False,False,False,Swiss,toro_rosso,16,10,12,0,13,12,0,13,22,0,8,2.657,22,,0
ambrosio,2011,13,monza,True,False,False,False,False,Belgian,virgin,22,21,0,0,23,0,0,22,0,0,12,5.334,25,,0
glock,2011,13,monza,True,False,False,False,False,German,virgin,21,15,0,0,25,0,0,24,0,0,12,5.316,29,0.0,0
barrichello,2011,13,monza,True,False,False,False,False,Brazilian,williams,13,12,4,0,17,4,0,17,5,0,9,2.373,39,0.0,0
maldonado,2011,13,monza,True,False,False,False,False,Venezuelan,williams,14,11,1,0,18,0,0,21,5,0,9,2.451,26,,0
alonso,2011,14,marina_bay,True,False,False,False,False,Spanish,ferrari,5,4,172,1,2,157,1,3,254,1,3,0.493,30,0.0,0
massa,2011,14,marina_bay,True,False,False,False,False,Brazilian,ferrari,6,9,82,0,6,74,0,6,254,1,3,1.419,30,,0
liuzzi,2011,14,marina_bay,True,False,False,False,False,Italian,hrt,24,20,0,0,23,0,0,21,0,0,11,8.429,31,,0
ricciardo,2011,14,marina_bay,True,False,False,False,False,Australian,hrt,23,19,0,0,27,0,0,27,0,0,11,8.023,22,,0
kovalainen,2011,14,marina_bay,True,False,False,False,False,Finnish,lotus_racing,19,16,0,0,22,0,0,24,0,0,10,6.567,29,,0
trulli,2011,14,marina_bay,True,False,False,False,False,Italian,lotus_racing,20,22,0,0,21,0,0,20,0,0,10,6.631,37,,0
button,2011,14,marina_bay,True,False,False,False,False,British,mclaren,3,2,167,2,3,149,2,4,325,4,2,0.423,31,0.0,0
hamilton,2011,14,marina_bay,True,False,False,False,False,British,mclaren,4,5,158,2,5,146,2,5,325,4,2,0.428,26,0.0,0
rosberg,2011,14,marina_bay,True,False,False,False,False,German,mercedes,7,7,56,0,7,56,0,7,108,0,4,1.632,26,0.0,0
vettel,2011,14,marina_bay,True,False,False,False,False,German,red_bull,1,1,284,8,1,259,7,1,451,8,1,0.0,24,0.166666667,0
webber,2011,14,marina_bay,True,False,False,False,False,Australian,red_bull,2,3,167,0,4,167,0,2,451,8,1,0.35100000000000003,35,,0
bruno_senna,2011,14,marina_bay,True,False,False,False,False,Brazilian,renault,15,15,2,0,18,0,0,22,70,0,5,4.281000000000001,27,,0
petrov,2011,14,marina_bay,True,False,False,False,False,Russian,renault,18,17,34,0,9,34,0,9,70,0,5,5.454,27,,0
perez,2011,14,marina_bay,True,False,False,False,False,Mexican,sauber,11,10,8,0,16,8,0,15,35,0,7,3.235,21,,0
alguersuari,2011,14,marina_bay,True,False,False,False,False,Spanish,toro_rosso,16,21,16,0,13,10,0,14,29,0,8,5.481,21,0.0,0
buemi,2011,14,marina_bay,True,False,False,False,False,Swiss,toro_rosso,14,12,13,0,14,12,0,13,29,0,8,4.253,22,,0
ambrosio,2011,14,marina_bay,True,False,False,False,False,Belgian,virgin,22,18,0,0,24,0,0,23,0,0,12,7.982,25,,0
glock,2011,14,marina_bay,True,False,False,False,False,German,virgin,21,24,0,0,25,0,0,25,0,0,12,7.773,29,0.0,0
barrichello,2011,14,marina_bay,True,False,False,False,False,Brazilian,williams,12,13,4,0,17,4,0,17,5,0,9,3.701,39,,0
maldonado,2011,14,marina_bay,True,False,False,False,False,Venezuelan,williams,13,11,1,0,19,1,0,18,5,0,9,3.889,26,,0
alonso,2011,15,suzuka,True,False,True,False,False,Spanish,ferrari,5,2,184,1,3,172,1,2,268,1,3,0.42,30,0.0,0
massa,2011,15,suzuka,True,False,True,False,False,Brazilian,ferrari,4,7,84,0,6,82,0,6,268,1,3,0.33799999999999997,30,0.0,0
resta,2011,15,suzuka,True,False,True,False,False,British,force_india,12,12,20,0,13,12,0,15,48,0,6,2.28,25,0.0,0
sutil,2011,15,suzuka,True,False,True,False,False,German,force_india,11,11,28,0,11,24,0,12,48,0,6,1.9969999999999999,28,0.0,0
ricciardo,2011,15,suzuka,True,False,True,False,False,Australian,hrt,22,22,0,0,27,0,0,27,0,0,11,7.38,22,,0
kovalainen,2011,15,suzuka,True,False,True,False,False,Finnish,lotus_racing,18,18,0,0,22,0,0,22,0,0,10,4.988,29,0.0,0
trulli,2011,15,suzuka,True,False,True,False,False,Italian,lotus_racing,19,19,0,0,21,0,0,21,0,0,10,5.048,37,0.0,0
button,2011,15,suzuka,True,False,True,False,False,British,mclaren,2,1,185,2,2,167,2,3,353,4,2,0.009000000000000001,31,0.14285714300000002,0
hamilton,2011,15,suzuka,True,False,True,False,False,British,mclaren,3,5,168,2,5,158,2,5,353,4,2,0.151,26,0.0,0
vettel,2011,15,suzuka,True,False,True,False,False,German,red_bull,1,3,309,9,1,284,8,1,491,9,1,0.0,24,0.0,0
webber,2011,15,suzuka,True,False,True,False,False,Australian,red_bull,6,4,182,0,4,167,0,4,491,9,1,0.69,35,,0
alguersuari,2011,15,suzuka,True,False,True,False,False,Spanish,toro_rosso,16,15,16,0,14,16,0,13,29,0,8,2.9610000000000003,21,0.0,0
buemi,2011,15,suzuka,True,False,True,False,False,Swiss,toro_rosso,15,24,13,0,15,13,0,14,29,0,8,2.761,22,,0
ambrosio,2011,15,suzuka,True,False,True,False,False,Belgian,virgin,20,21,0,0,24,0,0,24,0,0,12,5.973,25,,0
glock,2011,15,suzuka,True,False,True,False,False,German,virgin,21,20,0,0,25,0,0,25,0,0,12,6.041,29,0.0,0
barrichello,2011,15,suzuka,True,False,True,False,False,Brazilian,williams,13,17,4,0,17,4,0,17,5,0,9,2.613,39,0.0,0
maldonado,2011,15,suzuka,True,False,True,False,False,Venezuelan,williams,14,14,1,0,19,1,0,19,5,0,9,2.758,26,,0
alonso,2011,16,yeongam,False,False,False,True,False,Spanish,ferrari,6,5,202,1,3,184,1,3,292,1,3,1.16,30,0.0,0
massa,2011,16,yeongam,False,False,False,True,False,Brazilian,ferrari,5,6,90,0,6,84,0,6,292,1,3,1.011,30,,0
liuzzi,2011,16,yeongam,False,False,False,True,False,Italian,hrt,23,21,0,0,23,0,0,23,0,0,11,7.938,31,,0
kovalainen,2011,16,yeongam,False,False,False,True,False,Finnish,lotus_racing,19,14,0,0,22,0,0,22,0,0,10,4.702,29,,0
trulli,2011,16,yeongam,False,False,False,True,False,Italian,lotus_racing,20,17,0,0,21,0,0,21,0,0,10,5.281000000000001,37,,0
button,2011,16,yeongam,False,False,False,True,False,British,mclaren,3,4,210,3,2,185,2,2,388,5,2,0.306,31,,0
hamilton,2011,16,yeongam,False,False,False,True,False,British,mclaren,1,2,178,2,5,168,2,5,388,5,2,0.0,26,,0
michael_schumacher,2011,16,yeongam,False,False,False,True,False,German,mercedes,12,24,60,0,8,52,0,8,123,0,4,2.5340000000000003,42,0.0,0
rosberg,2011,16,yeongam,False,False,False,True,False,German,mercedes,7,8,63,0,7,62,0,7,123,0,4,1.9340000000000002,26,0.0,0
vettel,2011,16,yeongam,False,False,False,True,False,German,red_bull,2,1,324,9,1,309,9,1,518,9,1,0.222,24,0.333333333,0
webber,2011,16,yeongam,False,False,False,True,False,Australian,red_bull,4,3,194,0,4,182,0,4,518,9,1,0.648,35,,0
bruno_senna,2011,16,yeongam,False,False,False,True,False,Brazilian,renault,15,13,2,0,18,2,0,18,72,0,5,2.971,28,,0
petrov,2011,16,yeongam,False,False,False,True,False,Russian,renault,8,23,36,0,9,34,0,9,72,0,5,2.3040000000000003,27,,0
kobayashi,2011,16,yeongam,False,False,False,True,False,Japanese,sauber,14,15,27,0,12,27,0,12,40,0,7,2.955,25,,0
perez,2011,16,yeongam,False,False,False,True,False,Mexican,sauber,17,16,13,0,15,9,0,16,40,0,7,3.623,21,,0
alguersuari,2011,16,yeongam,False,False,False,True,False,Spanish,toro_rosso,11,7,16,0,14,16,0,14,29,0,8,2.495,21,0.0,0
buemi,2011,16,yeongam,False,False,False,True,False,Swiss,toro_rosso,13,9,13,0,16,13,0,15,29,0,8,2.688,22,,0
ambrosio,2011,16,yeongam,False,False,False,True,False,Belgian,virgin,22,20,0,0,24,0,0,24,0,0,12,7.662999999999999,25,,0
glock,2011,16,yeongam,False,False,False,True,False,German,virgin,21,18,0,0,25,0,0,25,0,0,12,6.271,29,0.0,0
barrichello,2011,16,yeongam,False,False,False,True,False,Brazilian,williams,18,12,4,0,17,4,0,17,5,0,9,3.718,39,,0
